Gene,Mean_Cancer,Mean_Normal,Log2FC,T_Statistic,P_Value,Adjusted_P_Value,Regulation
1552264_a_at,7.416848808851066,7.898727829639999,-0.4818790207889334,-4.6311198835544145,7.02315943952927e-06,2.197484895954167e-05,Downregulated
1552266_at,2.289399977191489,2.22657735774,0.06282261945148893,2.0536764493984516,0.04243670735827768,0.07454280672672513,Upregulated
1552269_at,2.8378166177021282,2.9484121861700006,-0.11059556846787233,-0.8165166766015763,0.41526658683324097,0.4841555586400195,Downregulated
1552271_at,2.216772767170213,2.212752368,0.004020399170213018,1.4491456206771829,0.15066057268427538,0.22144157069895912,Upregulated
1552272_a_at,2.222662965425532,2.21334198576,0.009320979665532025,1.6221210174181602,0.10814305533842242,0.16792489099926058,Upregulated
1552274_at,6.182737812638297,7.131595771460001,-0.9488579588217041,-11.957553601970442,2.3500187724761682e-24,4.3495564245149065e-23,Downregulated
1552275_s_at,5.400022313287234,6.954514080990001,-1.5544917677027668,-12.274090680862589,7.7030046155482465e-25,1.4860609980339956e-23,Downregulated
1552276_a_at,2.234998762021276,2.32826254649,-0.09326378446872408,-4.0980364607819775,7.718220219565964e-05,0.00021185618409266392,Downregulated
1552277_a_at,8.261336840393618,7.97840886144,0.28292797895361765,3.718359571425826,0.00028483224018824847,0.0007232891209463733,Upregulated
1552278_a_at,2.8657733568191497,2.5968102246600004,0.26896313215914924,3.9165362015483427,0.00015022986065231885,0.00039651895598418006,Upregulated
1552279_a_at,4.556019295329787,4.50694316139,0.0490761339397876,1.0181034429041473,0.3102440919806251,0.392505022589022,Upregulated
1552280_at,2.3455839837340426,2.46433010792,-0.11874612418595731,-1.2951089533888203,0.19723656599837758,0.27519691662011303,Downregulated
1552281_at,2.8524685195319153,2.787796214920001,0.0646723046119142,2.9458350211723707,0.0038548912640539983,0.008301204369155957,Upregulated
1552283_s_at,7.043499865702128,7.01242926691,0.03107059879212848,0.16185876577642155,0.8716278493767416,0.895740383905087,Upregulated
1552286_at,4.9064458442021275,4.41116067276,0.49528517144212714,5.504874216449575,1.9607694502750438e-07,7.273237631206449e-07,Upregulated
1552287_s_at,7.722624314021278,6.962523088829999,0.7601012251912787,7.581558444285868,4.023634334212195e-12,2.4242768712886424e-11,Upregulated
1552288_at,3.130561115170211,2.2910607841300004,0.8395003310402105,5.920333546561842,4.8337649917092726e-08,1.9184539835011432e-07,Upregulated
1552289_a_at,3.1072084321170217,2.25279072729,0.8544177048270218,5.642683771604614,1.7866210949826738e-07,6.659865702040204e-07,Upregulated
